Frequency,Elevation,Azimuth
16000000.0,10,88
16000000.0,10,89
16000000.0,10,90
16000000.0,10,91
16000000.0,12,87
16000000.0,12,88
16000000.0,12,89
16000000.0,12,90
16000000.0,12,91
16000000.0,14,87
16000000.0,14,88
16000000.0,14,89
16000000.0,14,90
16000000.0,14,91
16000000.0,16,87
16000000.0,16,88
16000000.0,16,89
16000000.0,16,90
16000000.0,16,91
16000000.0,18,87
16000000.0,18,88
16000000.0,18,89
16000000.0,18,90
16000000.0,18,91
16000000.0,20,87
16000000.0,20,88
16000000.0,20,89
16000000.0,20,90
16000000.0,20,91
16000000.0,22,87
16000000.0,22,88
16000000.0,22,89
16000000.0,22,90
16000000.0,22,91
16000000.0,24,87
16000000.0,24,88
16000000.0,24,89
16000000.0,24,90
16000000.0,24,91
16000000.0,26,87
16000000.0,26,88
16000000.0,26,89
16000000.0,26,90
16000000.0,26,91
16000000.0,28,87
16000000.0,28,88
16000000.0,28,89
16000000.0,28,90
16000000.0,28,91
16000000.0,30,87
16000000.0,30,88
16000000.0,30,89
16000000.0,30,90
16000000.0,30,91
16000000.0,32,87
16000000.0,32,88
16000000.0,32,89
16000000.0,32,90
16000000.0,32,91
16000000.0,34,87
16000000.0,34,88
16000000.0,34,89
16000000.0,34,90
16000000.0,34,91
16000000.0,36,87
16000000.0,36,88
16000000.0,36,89
16000000.0,36,90
16000000.0,36,91
16000000.0,38,87
16000000.0,38,88
16000000.0,38,89
16000000.0,38,90
16000000.0,38,91
16000000.0,40,87
16000000.0,40,88
16000000.0,40,89
16000000.0,40,90
16000000.0,40,91
17000000.0,0,87
17000000.0,0,88
17000000.0,0,89
17000000.0,0,90
17000000.0,0,91
17000000.0,2,87
17000000.0,2,88
17000000.0,2,89
17000000.0,2,90
17000000.0,2,91
17000000.0,4,87
17000000.0,4,88
17000000.0,4,89
17000000.0,4,90
17000000.0,4,91
17000000.0,6,87
17000000.0,6,88
17000000.0,6,89
17000000.0,6,90
17000000.0,6,91
17000000.0,8,87
17000000.0,8,88
17000000.0,8,89
17000000.0,8,90
17000000.0,8,91
17000000.0,10,87
17000000.0,10,88
17000000.0,10,89
17000000.0,10,90
17000000.0,10,91
17000000.0,12,87
17000000.0,12,88
17000000.0,12,89
17000000.0,12,90
17000000.0,12,91
17000000.0,14,87
17000000.0,14,88
17000000.0,14,89
17000000.0,14,90
17000000.0,14,91
17000000.0,16,87
17000000.0,16,88
17000000.0,16,89
17000000.0,16,90
17000000.0,16,91
17000000.0,18,87
17000000.0,18,88
17000000.0,18,89
17000000.0,18,90
17000000.0,18,91
17000000.0,20,87
17000000.0,20,88
17000000.0,20,89
17000000.0,20,90
17000000.0,20,91
17000000.0,22,87
17000000.0,22,88
17000000.0,22,89
17000000.0,22,90
17000000.0,22,91
17000000.0,24,87
17000000.0,24,88
17000000.0,24,89
17000000.0,24,90
17000000.0,24,91
17000000.0,26,87
17000000.0,26,88
17000000.0,26,89
17000000.0,26,90
17000000.0,26,91
17000000.0,28,87
17000000.0,28,88
17000000.0,28,89
17000000.0,28,90
17000000.0,28,91
17000000.0,30,87
17000000.0,30,88
17000000.0,30,89
17000000.0,30,90
17000000.0,30,91
17000000.0,32,87
17000000.0,32,88
17000000.0,32,89
17000000.0,32,90
17000000.0,32,91
17000000.0,34,87
17000000.0,34,88
17000000.0,34,89
17000000.0,34,90
17000000.0,34,91
17000000.0,36,87
17000000.0,36,88
17000000.0,36,89
17000000.0,36,90
17000000.0,36,91
17000000.0,38,87
17000000.0,38,88
17000000.0,38,89
17000000.0,38,90
17000000.0,38,91
17000000.0,40,87
17000000.0,40,88
17000000.0,40,89
17000000.0,40,90
17000000.0,40,91
18000000.0,0,87
18000000.0,0,88
18000000.0,0,89
18000000.0,0,90
18000000.0,0,91
18000000.0,2,87
18000000.0,2,88
18000000.0,2,89
18000000.0,2,90
18000000.0,2,91
18000000.0,4,87
18000000.0,4,88
18000000.0,4,89
18000000.0,4,90
18000000.0,4,91
18000000.0,6,87
18000000.0,6,88
18000000.0,6,89
18000000.0,6,90
18000000.0,6,91
18000000.0,8,87
18000000.0,8,88
18000000.0,8,89
18000000.0,8,90
18000000.0,8,91
18000000.0,10,87
18000000.0,10,88
18000000.0,10,89
18000000.0,10,90
18000000.0,10,91
18000000.0,12,87
18000000.0,12,88
18000000.0,12,89
18000000.0,12,90
18000000.0,12,91
18000000.0,14,87
18000000.0,14,88
18000000.0,14,89
18000000.0,14,90
18000000.0,14,91
18000000.0,16,87
18000000.0,16,88
18000000.0,16,89
18000000.0,16,90
18000000.0,16,91
18000000.0,18,87
18000000.0,18,88
18000000.0,18,89
18000000.0,18,90
18000000.0,18,91
18000000.0,20,87
18000000.0,20,88
18000000.0,20,89
18000000.0,20,90
18000000.0,20,91
18000000.0,22,87
18000000.0,22,88
18000000.0,22,89
18000000.0,22,90
18000000.0,22,91
18000000.0,24,87
18000000.0,24,88
18000000.0,24,89
18000000.0,24,90
18000000.0,24,91
18000000.0,26,87
18000000.0,26,88
18000000.0,26,89
18000000.0,26,90
18000000.0,26,91
18000000.0,28,87
18000000.0,28,88
18000000.0,28,89
18000000.0,28,90
18000000.0,28,91
18000000.0,30,87
18000000.0,30,88
18000000.0,30,89
18000000.0,30,90
18000000.0,30,91
18000000.0,32,87
18000000.0,32,88
18000000.0,32,89
18000000.0,32,90
18000000.0,32,91
18000000.0,34,87
18000000.0,34,88
18000000.0,34,89
18000000.0,34,90
18000000.0,34,91
18000000.0,36,87
18000000.0,36,88
18000000.0,36,89
18000000.0,36,90
18000000.0,36,91
18000000.0,38,87
18000000.0,38,88
18000000.0,38,89
18000000.0,38,90
18000000.0,38,91
18000000.0,40,87
18000000.0,40,88
18000000.0,40,89
18000000.0,40,90
18000000.0,40,91
19000000.0,0,87
19000000.0,0,88
19000000.0,0,89
19000000.0,0,90
19000000.0,0,91
19000000.0,2,87
19000000.0,2,88
19000000.0,2,89
19000000.0,2,90
19000000.0,2,91
19000000.0,4,87
19000000.0,4,88
19000000.0,4,89
19000000.0,4,90
19000000.0,4,91
19000000.0,6,87
19000000.0,6,88
19000000.0,6,89
19000000.0,6,90
19000000.0,6,91
19000000.0,8,87
19000000.0,8,88
19000000.0,8,89
19000000.0,8,90
19000000.0,8,91
19000000.0,10,87
19000000.0,10,88
19000000.0,10,89
19000000.0,10,90
19000000.0,10,91
19000000.0,12,87
19000000.0,12,88
19000000.0,12,89
19000000.0,12,90
19000000.0,12,91
19000000.0,14,87
19000000.0,14,88
19000000.0,14,89
19000000.0,14,90
19000000.0,14,91
19000000.0,16,87
19000000.0,16,88
19000000.0,16,89
19000000.0,16,90
19000000.0,16,91
19000000.0,18,87
19000000.0,18,88
19000000.0,18,89
19000000.0,18,90
19000000.0,18,91
19000000.0,20,87
19000000.0,20,88
19000000.0,20,89
19000000.0,20,90
19000000.0,20,91
19000000.0,22,87
19000000.0,22,88
19000000.0,22,89
19000000.0,22,90
19000000.0,22,91
19000000.0,24,87
19000000.0,24,88
19000000.0,24,89
19000000.0,24,90
19000000.0,24,91
19000000.0,26,87
19000000.0,26,88
19000000.0,26,89
19000000.0,26,90
19000000.0,26,91
19000000.0,28,87
19000000.0,28,88
19000000.0,28,89
19000000.0,28,90
19000000.0,28,91
19000000.0,30,87
19000000.0,30,88
19000000.0,30,89
19000000.0,30,90
19000000.0,30,91
19000000.0,32,87
19000000.0,32,88
19000000.0,32,89
19000000.0,32,90
19000000.0,32,91
19000000.0,34,87
19000000.0,34,88
19000000.0,34,89
19000000.0,34,90
19000000.0,34,91
19000000.0,36,87
19000000.0,36,88
19000000.0,36,89
19000000.0,36,90
19000000.0,36,91
19000000.0,38,87
19000000.0,38,88
19000000.0,38,89
19000000.0,38,90
19000000.0,38,91
19000000.0,40,87
19000000.0,40,88
19000000.0,40,89
19000000.0,40,90
19000000.0,40,91
20000000.0,0,87
20000000.0,0,88
20000000.0,0,89
20000000.0,0,90
20000000.0,0,91
20000000.0,2,87
20000000.0,2,88
20000000.0,2,89
20000000.0,2,90
20000000.0,2,91
20000000.0,4,87
20000000.0,4,88
20000000.0,4,89
20000000.0,4,90
20000000.0,4,91
20000000.0,6,87
20000000.0,6,88
20000000.0,6,89
20000000.0,6,90
20000000.0,6,91
20000000.0,8,87
20000000.0,8,88
20000000.0,8,89
20000000.0,8,90
20000000.0,8,91
20000000.0,10,87
20000000.0,10,88
20000000.0,10,89
20000000.0,10,90
20000000.0,10,91
20000000.0,12,87
20000000.0,12,88
20000000.0,12,89
20000000.0,12,90
20000000.0,12,91
20000000.0,14,87
20000000.0,14,88
20000000.0,14,89
20000000.0,14,90
20000000.0,14,91
20000000.0,16,87
20000000.0,16,88
20000000.0,16,89
20000000.0,16,90
20000000.0,16,91
20000000.0,18,87
20000000.0,18,88
20000000.0,18,89
20000000.0,18,90
20000000.0,18,91
20000000.0,20,87
20000000.0,20,88
20000000.0,20,89
20000000.0,20,90
20000000.0,20,91
20000000.0,22,87
20000000.0,22,88
20000000.0,22,89
20000000.0,22,90
20000000.0,22,91
20000000.0,24,87
20000000.0,24,88
20000000.0,24,89
20000000.0,24,90
20000000.0,24,91
20000000.0,26,87
20000000.0,26,88
20000000.0,26,89
20000000.0,26,90
20000000.0,26,91
20000000.0,28,87
20000000.0,28,88
20000000.0,28,89
20000000.0,28,90
20000000.0,28,91
20000000.0,30,87
20000000.0,30,88
20000000.0,30,89
20000000.0,30,90
20000000.0,30,91
20000000.0,32,87
20000000.0,32,88
20000000.0,32,89
20000000.0,32,90
20000000.0,32,91
20000000.0,34,87
20000000.0,34,88
20000000.0,34,89
20000000.0,34,90
20000000.0,34,91
20000000.0,36,87
20000000.0,36,88
20000000.0,36,89
20000000.0,36,90
20000000.0,36,91
20000000.0,38,87
20000000.0,38,88
20000000.0,38,89
20000000.0,38,90
20000000.0,38,91
20000000.0,40,87
20000000.0,40,88
20000000.0,40,89
20000000.0,40,90
20000000.0,40,91
21000000.0,0,87
21000000.0,0,88
21000000.0,0,89
21000000.0,0,90
21000000.0,0,91
21000000.0,2,87
21000000.0,2,88
21000000.0,2,89
21000000.0,2,90
21000000.0,2,91
21000000.0,4,87
21000000.0,4,88
21000000.0,4,89
21000000.0,4,90
21000000.0,4,91
21000000.0,6,87
21000000.0,6,88
21000000.0,6,89
21000000.0,6,90
21000000.0,6,91
21000000.0,8,87
21000000.0,8,88
21000000.0,8,89
21000000.0,8,90
21000000.0,8,91
21000000.0,10,87
21000000.0,10,88
21000000.0,10,89
21000000.0,10,90
21000000.0,10,91
21000000.0,12,87
21000000.0,12,88
21000000.0,12,89
21000000.0,12,90
21000000.0,12,91
21000000.0,14,87
21000000.0,14,88
21000000.0,14,89
21000000.0,14,90
21000000.0,14,91
21000000.0,16,87
21000000.0,16,88
21000000.0,16,89
21000000.0,16,90
21000000.0,16,91
21000000.0,18,87
21000000.0,18,88
21000000.0,18,89
21000000.0,18,90
21000000.0,18,91
21000000.0,20,87
21000000.0,20,88
21000000.0,20,89
21000000.0,20,90
21000000.0,20,91
21000000.0,22,87
21000000.0,22,88
21000000.0,22,89
21000000.0,22,90
21000000.0,22,91
21000000.0,24,87
21000000.0,24,88
21000000.0,24,89
21000000.0,24,90
21000000.0,24,91
21000000.0,26,87
21000000.0,26,88
21000000.0,26,89
21000000.0,26,90
21000000.0,26,91
21000000.0,28,87
21000000.0,28,88
21000000.0,28,89
21000000.0,28,90
21000000.0,28,91
21000000.0,30,87
21000000.0,30,88
21000000.0,30,89
21000000.0,30,90
21000000.0,30,91
21000000.0,32,87
21000000.0,32,88
21000000.0,32,89
21000000.0,32,90
21000000.0,32,91
21000000.0,34,87
21000000.0,34,88
21000000.0,34,89
21000000.0,34,90
21000000.0,34,91
21000000.0,36,87
21000000.0,36,88
21000000.0,36,89
21000000.0,36,90
21000000.0,36,91
21000000.0,38,87
21000000.0,38,88
21000000.0,38,89
21000000.0,38,90
21000000.0,38,91
21000000.0,40,87
21000000.0,40,88
21000000.0,40,89
21000000.0,40,90
21000000.0,40,91
22000000.0,0,87
22000000.0,0,88
22000000.0,0,89
22000000.0,0,90
22000000.0,0,91
22000000.0,2,87
22000000.0,2,88
22000000.0,2,89
22000000.0,2,90
22000000.0,2,91
22000000.0,4,87
22000000.0,4,88
22000000.0,4,89
22000000.0,4,90
22000000.0,4,91
22000000.0,6,87
22000000.0,6,88
22000000.0,6,89
22000000.0,6,90
22000000.0,6,91
22000000.0,8,87
22000000.0,8,88
22000000.0,8,89
22000000.0,8,90
22000000.0,8,91
22000000.0,10,87
22000000.0,10,88
22000000.0,10,89
22000000.0,10,90
22000000.0,10,91
22000000.0,12,87
22000000.0,12,88
22000000.0,12,89
22000000.0,12,90
22000000.0,12,91
22000000.0,14,87
22000000.0,14,88
22000000.0,14,89
22000000.0,14,90
22000000.0,14,91
22000000.0,16,87
22000000.0,16,88
22000000.0,16,89
22000000.0,16,90
22000000.0,16,91
22000000.0,18,87
22000000.0,18,88
22000000.0,18,89
22000000.0,18,90
22000000.0,18,91
22000000.0,20,87
22000000.0,20,88
22000000.0,20,89
22000000.0,20,90
22000000.0,20,91
22000000.0,22,87
22000000.0,22,88
22000000.0,22,89
22000000.0,22,90
22000000.0,22,91
22000000.0,24,87
22000000.0,24,88
22000000.0,24,89
22000000.0,24,90
22000000.0,24,91
22000000.0,26,87
22000000.0,26,88
22000000.0,26,89
22000000.0,26,90
22000000.0,26,91
22000000.0,28,87
22000000.0,28,88
22000000.0,28,89
22000000.0,28,90
22000000.0,28,91
22000000.0,30,87
22000000.0,30,88
22000000.0,30,89
22000000.0,30,90
22000000.0,30,91
22000000.0,32,87
22000000.0,32,88
22000000.0,32,89
22000000.0,32,90
22000000.0,32,91
22000000.0,34,87
22000000.0,34,88
22000000.0,34,89
22000000.0,34,90
22000000.0,34,91
22000000.0,36,87
22000000.0,36,88
22000000.0,36,89
22000000.0,36,90
22000000.0,36,91
22000000.0,38,87
22000000.0,38,88
22000000.0,38,89
22000000.0,38,90
22000000.0,38,91
22000000.0,40,87
22000000.0,40,88
22000000.0,40,89
22000000.0,40,90
22000000.0,40,91
23000000.0,0,87
23000000.0,0,88
23000000.0,0,89
23000000.0,0,90
23000000.0,0,91
23000000.0,2,87
23000000.0,2,88
23000000.0,2,89
23000000.0,2,90
23000000.0,2,91
23000000.0,4,87
23000000.0,4,88
23000000.0,4,89
23000000.0,4,90
23000000.0,4,91
23000000.0,6,87
23000000.0,6,88
23000000.0,6,89
23000000.0,6,90
23000000.0,6,91
23000000.0,8,87
23000000.0,8,88
23000000.0,8,89
23000000.0,8,90
23000000.0,8,91
23000000.0,10,87
23000000.0,10,88
23000000.0,10,89
23000000.0,10,90
23000000.0,10,91
23000000.0,12,87
23000000.0,12,88
23000000.0,12,89
23000000.0,12,90
23000000.0,12,91
23000000.0,14,87
23000000.0,14,88
23000000.0,14,89
23000000.0,14,90
23000000.0,14,91
23000000.0,16,87
23000000.0,16,88
23000000.0,16,89
23000000.0,16,90
23000000.0,16,91
23000000.0,18,87
23000000.0,18,88
23000000.0,18,89
23000000.0,18,90
23000000.0,18,91
23000000.0,20,87
23000000.0,20,88
23000000.0,20,89
23000000.0,20,90
23000000.0,20,91
23000000.0,22,87
23000000.0,22,88
23000000.0,22,89
23000000.0,22,90
23000000.0,22,91
23000000.0,24,87
23000000.0,24,88
23000000.0,24,89
23000000.0,24,90
23000000.0,24,91
23000000.0,26,87
23000000.0,26,88
23000000.0,26,89
23000000.0,26,90
23000000.0,26,91
23000000.0,28,87
23000000.0,28,88
23000000.0,28,89
23000000.0,28,90
23000000.0,28,91
23000000.0,30,87
23000000.0,30,88
23000000.0,30,89
23000000.0,30,90
23000000.0,30,91
23000000.0,32,87
23000000.0,32,88
23000000.0,32,89
23000000.0,32,90
23000000.0,32,91
23000000.0,34,87
23000000.0,34,88
23000000.0,34,89
23000000.0,34,90
23000000.0,34,91
23000000.0,36,87
23000000.0,36,88
23000000.0,36,89
23000000.0,36,90
23000000.0,36,91
23000000.0,38,87
23000000.0,38,88
23000000.0,38,89
23000000.0,38,90
23000000.0,38,91
23000000.0,40,87
23000000.0,40,88
23000000.0,40,89
23000000.0,40,90
23000000.0,40,91
24000000.0,0,87
24000000.0,0,88
24000000.0,0,89
24000000.0,0,90
24000000.0,0,91
24000000.0,2,87
24000000.0,2,88
24000000.0,2,89
24000000.0,2,90
24000000.0,2,91
24000000.0,4,87
24000000.0,4,88
24000000.0,4,89
24000000.0,4,90
24000000.0,4,91
24000000.0,6,87
24000000.0,6,88
24000000.0,6,89
24000000.0,6,90
24000000.0,6,91
24000000.0,8,87
24000000.0,8,88
24000000.0,8,89
24000000.0,8,90
24000000.0,8,91
24000000.0,10,87
24000000.0,10,88
24000000.0,10,89
24000000.0,10,90
24000000.0,10,91
24000000.0,12,87
24000000.0,12,88
24000000.0,12,89
24000000.0,12,90
24000000.0,12,91
24000000.0,14,87
24000000.0,14,88
24000000.0,14,89
24000000.0,14,90
24000000.0,14,91
24000000.0,16,87
24000000.0,16,88
24000000.0,16,89
24000000.0,16,90
24000000.0,16,91
24000000.0,18,87
24000000.0,18,88
24000000.0,18,89
24000000.0,18,90
24000000.0,18,91
24000000.0,20,87
24000000.0,20,88
24000000.0,20,89
24000000.0,20,90
24000000.0,20,91
24000000.0,22,87
24000000.0,22,88
24000000.0,22,89
24000000.0,22,90
24000000.0,22,91
24000000.0,24,87
24000000.0,24,88
24000000.0,24,89
24000000.0,24,90
24000000.0,24,91
24000000.0,26,87
24000000.0,26,88
24000000.0,26,89
24000000.0,26,90
24000000.0,26,91
24000000.0,28,87
24000000.0,28,88
24000000.0,28,89
24000000.0,28,90
24000000.0,28,91
24000000.0,30,87
24000000.0,30,88
24000000.0,30,89
24000000.0,30,90
24000000.0,30,91
24000000.0,32,87
24000000.0,32,88
24000000.0,32,89
24000000.0,32,90
24000000.0,32,91
24000000.0,34,87
24000000.0,34,88
24000000.0,34,89
24000000.0,34,90
24000000.0,34,91
24000000.0,36,87
24000000.0,36,88
24000000.0,36,89
24000000.0,36,90
24000000.0,36,91
24000000.0,38,87
24000000.0,38,88
24000000.0,38,89
24000000.0,38,90
24000000.0,38,91
24000000.0,40,87
24000000.0,40,88
24000000.0,40,89
24000000.0,40,90
24000000.0,40,91
25000000.0,0,87
25000000.0,0,88
25000000.0,0,89
25000000.0,0,90
25000000.0,0,91
25000000.0,2,87
25000000.0,2,88
25000000.0,2,89
25000000.0,2,90
25000000.0,2,91
25000000.0,4,87
25000000.0,4,88
25000000.0,4,89
25000000.0,4,90
25000000.0,4,91
25000000.0,6,87
25000000.0,6,88
25000000.0,6,89
25000000.0,6,90
25000000.0,6,91
25000000.0,8,87
25000000.0,8,88
25000000.0,8,89
25000000.0,8,90
25000000.0,8,91
25000000.0,10,87
25000000.0,10,88
25000000.0,10,89
25000000.0,10,90
25000000.0,10,91
25000000.0,12,87
25000000.0,12,88
25000000.0,12,89
25000000.0,12,90
25000000.0,12,91
25000000.0,14,87
25000000.0,14,88
25000000.0,14,89
25000000.0,14,90
25000000.0,14,91
25000000.0,16,87
25000000.0,16,88
25000000.0,16,89
25000000.0,16,90
25000000.0,16,91
25000000.0,18,87
25000000.0,18,88
25000000.0,18,89
25000000.0,18,90
25000000.0,18,91
25000000.0,20,87
25000000.0,20,88
25000000.0,20,89
25000000.0,20,90
25000000.0,20,91
25000000.0,22,87
25000000.0,22,88
25000000.0,22,89
25000000.0,22,90
25000000.0,22,91
25000000.0,24,87
25000000.0,24,88
25000000.0,24,89
25000000.0,24,90
25000000.0,24,91
25000000.0,26,87
25000000.0,26,88
25000000.0,26,89
25000000.0,26,90
25000000.0,26,91
25000000.0,28,87
25000000.0,28,88
25000000.0,28,89
25000000.0,28,90
25000000.0,28,91
25000000.0,30,87
25000000.0,30,88
25000000.0,30,89
25000000.0,30,90
25000000.0,30,91
25000000.0,32,87
25000000.0,32,88
25000000.0,32,89
25000000.0,32,90
25000000.0,32,91
25000000.0,34,87
25000000.0,34,88
25000000.0,34,89
25000000.0,34,90
25000000.0,34,91
25000000.0,36,87
25000000.0,36,88
25000000.0,36,89
25000000.0,36,90
25000000.0,36,91
25000000.0,38,87
25000000.0,38,88
25000000.0,38,89
25000000.0,38,90
25000000.0,38,91
25000000.0,40,87
25000000.0,40,88
25000000.0,40,89
25000000.0,40,90
25000000.0,40,91
26000000.0,0,87
26000000.0,0,88
26000000.0,0,89
26000000.0,0,90
26000000.0,0,91
26000000.0,2,87
26000000.0,2,88
26000000.0,2,89
26000000.0,2,90
26000000.0,2,91
26000000.0,4,87
26000000.0,4,88
26000000.0,4,89
26000000.0,4,90
26000000.0,4,91
26000000.0,6,87
26000000.0,6,88
26000000.0,6,89
26000000.0,6,90
26000000.0,6,91
26000000.0,8,87
26000000.0,8,88
26000000.0,8,89
26000000.0,8,90
26000000.0,8,91
26000000.0,10,87
26000000.0,10,88
26000000.0,10,89
26000000.0,10,90
26000000.0,10,91
26000000.0,12,87
26000000.0,12,88
26000000.0,12,89
26000000.0,12,90
26000000.0,12,91
26000000.0,14,87
26000000.0,14,88
26000000.0,14,89
26000000.0,14,90
26000000.0,14,91
26000000.0,16,87
26000000.0,16,88
26000000.0,16,89
26000000.0,16,90
26000000.0,16,91
26000000.0,18,87
26000000.0,18,88
26000000.0,18,89
26000000.0,18,90
26000000.0,18,91
26000000.0,20,87
26000000.0,20,88
26000000.0,20,89
26000000.0,20,90
26000000.0,20,91
26000000.0,22,87
26000000.0,22,88
26000000.0,22,89
26000000.0,22,90
26000000.0,22,91
26000000.0,24,87
26000000.0,24,88
26000000.0,24,89
26000000.0,24,90
26000000.0,24,91
26000000.0,26,87
26000000.0,26,88
26000000.0,26,89
26000000.0,26,90
26000000.0,26,91
26000000.0,28,87
26000000.0,28,88
26000000.0,28,89
26000000.0,28,90
26000000.0,28,91
26000000.0,30,87
26000000.0,30,88
26000000.0,30,89
26000000.0,30,90
26000000.0,30,91
26000000.0,32,87
26000000.0,32,88
26000000.0,32,89
26000000.0,32,90
26000000.0,32,91
26000000.0,34,87
26000000.0,34,88
26000000.0,34,89
26000000.0,34,90
26000000.0,34,91
26000000.0,36,87
26000000.0,36,88
26000000.0,36,89
26000000.0,36,90
26000000.0,36,91
26000000.0,38,87
26000000.0,38,88
26000000.0,38,89
26000000.0,38,90
26000000.0,38,91
26000000.0,40,87
26000000.0,40,88
26000000.0,40,89
26000000.0,40,90
26000000.0,40,91
27000000.0,0,87
27000000.0,0,88
27000000.0,0,89
27000000.0,0,90
27000000.0,0,91
27000000.0,2,87
27000000.0,2,88
27000000.0,2,89
27000000.0,2,90
27000000.0,2,91
27000000.0,4,87
27000000.0,4,88
27000000.0,4,89
27000000.0,4,90
27000000.0,4,91
27000000.0,6,87
27000000.0,6,88
27000000.0,6,89
27000000.0,6,90
27000000.0,6,91
27000000.0,8,87
27000000.0,8,88
27000000.0,8,89
27000000.0,8,90
27000000.0,8,91
27000000.0,10,87
27000000.0,10,88
27000000.0,10,89
27000000.0,10,90
27000000.0,10,91
27000000.0,12,87
27000000.0,12,88
27000000.0,12,89
27000000.0,12,90
27000000.0,12,91
27000000.0,14,87
27000000.0,14,88
27000000.0,14,89
27000000.0,14,90
27000000.0,14,91
27000000.0,16,87
27000000.0,16,88
27000000.0,16,89
27000000.0,16,90
27000000.0,16,91
27000000.0,18,87
27000000.0,18,88
27000000.0,18,89
27000000.0,18,90
27000000.0,18,91
27000000.0,20,87
27000000.0,20,88
27000000.0,20,89
27000000.0,20,90
27000000.0,20,91
27000000.0,22,87
27000000.0,22,88
27000000.0,22,89
27000000.0,22,90
27000000.0,22,91
27000000.0,24,87
27000000.0,24,88
27000000.0,24,89
27000000.0,24,90
27000000.0,24,91
27000000.0,26,87
27000000.0,26,88
27000000.0,26,89
27000000.0,26,90
27000000.0,26,91
27000000.0,28,87
27000000.0,28,88
27000000.0,28,89
27000000.0,28,90
27000000.0,28,91
27000000.0,30,87
27000000.0,30,88
27000000.0,30,89
27000000.0,30,90
27000000.0,30,91
27000000.0,32,87
27000000.0,32,88
27000000.0,32,89
27000000.0,32,90
27000000.0,32,91
27000000.0,34,87
27000000.0,34,88
27000000.0,34,89
27000000.0,34,90
27000000.0,34,91
27000000.0,36,87
27000000.0,36,88
27000000.0,36,89
27000000.0,36,90
27000000.0,36,91
27000000.0,38,87
27000000.0,38,88
27000000.0,38,89
27000000.0,38,90
27000000.0,38,91
27000000.0,40,87
27000000.0,40,88
27000000.0,40,89
27000000.0,40,90
27000000.0,40,91
28000000.0,0,87
28000000.0,0,88
28000000.0,0,89
28000000.0,0,90
28000000.0,0,91
28000000.0,2,87
28000000.0,2,88
28000000.0,2,89
28000000.0,2,90
28000000.0,2,91
28000000.0,4,87
28000000.0,4,88
28000000.0,4,89
28000000.0,4,90
28000000.0,4,91
28000000.0,6,87
28000000.0,6,88
28000000.0,6,89
28000000.0,6,90
28000000.0,6,91
28000000.0,8,87
28000000.0,8,88
28000000.0,8,89
28000000.0,8,90
28000000.0,8,91
28000000.0,10,87
28000000.0,10,88
28000000.0,10,89
28000000.0,10,90
28000000.0,10,91
28000000.0,12,87
28000000.0,12,88
28000000.0,12,89
28000000.0,12,90
28000000.0,12,91
28000000.0,14,87
28000000.0,14,88
28000000.0,14,89
28000000.0,14,90
28000000.0,14,91
28000000.0,16,87
28000000.0,16,88
28000000.0,16,89
28000000.0,16,90
28000000.0,16,91
28000000.0,18,87
28000000.0,18,88
28000000.0,18,89
28000000.0,18,90
28000000.0,18,91
28000000.0,20,87
28000000.0,20,88
28000000.0,20,89
28000000.0,20,90
28000000.0,20,91
28000000.0,22,87
28000000.0,22,88
28000000.0,22,89
28000000.0,22,90
28000000.0,22,91
28000000.0,24,87
28000000.0,24,88
28000000.0,24,89
28000000.0,24,90
28000000.0,24,91
28000000.0,26,87
28000000.0,26,88
28000000.0,26,89
28000000.0,26,90
28000000.0,26,91
28000000.0,28,87
28000000.0,28,88
28000000.0,28,89
28000000.0,28,90
28000000.0,28,91
28000000.0,30,87
28000000.0,30,88
28000000.0,30,89
28000000.0,30,90
28000000.0,30,91
28000000.0,32,87
28000000.0,32,88
28000000.0,32,89
28000000.0,32,90
28000000.0,32,91
28000000.0,34,87
28000000.0,34,88
28000000.0,34,89
28000000.0,34,90
28000000.0,34,91
28000000.0,36,87
28000000.0,36,88
28000000.0,36,89
28000000.0,36,90
28000000.0,36,91
28000000.0,38,87
28000000.0,38,88
28000000.0,38,89
28000000.0,38,90
28000000.0,38,91
28000000.0,40,87
28000000.0,40,88
28000000.0,40,89
28000000.0,40,90
28000000.0,40,91
29000000.0,0,87
29000000.0,0,88
29000000.0,0,89
29000000.0,0,90
29000000.0,0,91
29000000.0,2,87
29000000.0,2,88
29000000.0,2,89
29000000.0,2,90
29000000.0,2,91
29000000.0,4,87
29000000.0,4,88
29000000.0,4,89
29000000.0,4,90
29000000.0,4,91
29000000.0,6,87
29000000.0,6,88
29000000.0,6,89
29000000.0,6,90
29000000.0,6,91
29000000.0,8,87
29000000.0,8,88
29000000.0,8,89
29000000.0,8,90
29000000.0,8,91
29000000.0,10,87
29000000.0,10,88
29000000.0,10,89
29000000.0,10,90
29000000.0,10,91
29000000.0,12,87
29000000.0,12,88
29000000.0,12,89
29000000.0,12,90
29000000.0,12,91
29000000.0,14,87
29000000.0,14,88
29000000.0,14,89
29000000.0,14,90
29000000.0,14,91
29000000.0,16,87
29000000.0,16,88
29000000.0,16,89
29000000.0,16,90
29000000.0,16,91
29000000.0,18,87
29000000.0,18,88
29000000.0,18,89
29000000.0,18,90
29000000.0,18,91
29000000.0,20,87
29000000.0,20,88
29000000.0,20,89
29000000.0,20,90
29000000.0,20,91
29000000.0,22,87
29000000.0,22,88
29000000.0,22,89
29000000.0,22,90
